payment_id,customer_id,amount,payment_method,failure_reason,timestamp,initial_action,recovered,recovery_time_hours
P002222,C03457,2529.94,Card,bank_timeout,2026-05-25 09:58:00,message,False,
P002223,C00988,3543.86,UPI,bank_timeout,2026-01-30 01:07:00,escalate,False,
P002224,C01549,5215.62,UPI,network_error,2026-02-03 19:06:00,message,True,31.0
P002225,C02161,2435.72,Card,network_error,2026-04-07 10:01:00,payment_link,True,48.0
P002226,C03615,1904.83,Card,insufficient_balance,2026-01-30 22:38:00,message,False,
P002227,C00001,3705.43,Card,bank_timeout,2026-02-06 02:19:00,message,False,
P002228,C01578,3586.62,UPI,insufficient_balance,2026-05-22 17:32:00,payment_link,True,30.0
P002229,C02470,1632.91,Card,network_error,2026-01-12 06:18:00,escalate,False,
P002230,C01753,953.06,UPI,card_declined,2026-05-24 01:38:00,payment_link,False,
P002231,C02372,3839.76,UPI,insufficient_balance,2026-02-18 14:28:00,retry,False,
P002232,C01758,26111.92,UPI,card_declined,2026-01-20 14:31:00,escalate,False,
P002233,C03695,1657.07,NetBanking,expired_card,2026-05-10 04:49:00,payment_link,True,30.0
P002234,C01431,2232.08,Card,card_declined,2026-01-14 11:51:00,stop,False,
P002235,C00458,5186.53,UPI,insufficient_balance,2026-06-12 04:51:00,message,False,
P002236,C00155,551.52,UPI,card_declined,2026-06-20 16:33:00,escalate,False,
P002237,C00366,3849.04,NetBanking,network_error,2026-05-20 10:42:00,message,False,
P002238,C01501,2671.77,NetBanking,card_declined,2026-01-12 09:24:00,stop,True,54.0
P002239,C00779,11467.52,UPI,insufficient_balance,2026-05-13 03:07:00,escalate,False,
P002240,C02429,1917.85,UPI,card_declined,2026-01-12 21:54:00,retry,False,
P002241,C02892,806.98,NetBanking,bank_timeout,2026-02-01 02:13:00,stop,True,10.0
P002242,C02107,2359.37,UPI,limit_exceeded,2026-06-14 07:35:00,stop,True,40.0
P002243,C02432,10265.43,UPI,network_error,2026-01-08 19:06:00,payment_link,False,
P002244,C01380,5653.55,UPI,insufficient_balance,2026-02-05 23:15:00,stop,False,
P002245,C03520,2719.08,UPI,network_error,2026-03-28 10:43:00,stop,True,10.0
P002246,C01035,676.99,NetBanking,network_error,2026-03-22 03:11:00,retry,False,
P002247,C02607,2121.0,Card,network_error,2026-02-27 23:35:00,payment_link,False,
P002248,C00544,3257.39,NetBanking,network_error,2026-02-23 12:47:00,message,True,53.0
P002249,C00943,3240.47,Card,card_declined,2026-01-19 23:22:00,message,True,8.0
P002250,C03737,1551.96,UPI,network_error,2026-05-09 16:44:00,message,True,58.0
P002251,C01569,4973.53,Card,network_error,2026-04-30 09:28:00,escalate,True,57.0
P002252,C01567,7521.47,UPI,network_error,2026-02-15 00:28:00,payment_link,False,
P002253,C00207,4745.48,UPI,bank_timeout,2026-06-16 10:39:00,message,False,
P002254,C03259,5867.18,Card,insufficient_balance,2026-01-31 09:29:00,retry,True,46.0
P002255,C03373,1431.49,UPI,expired_card,2026-04-05 23:05:00,payment_link,False,
P002256,C03105,3129.92,Card,insufficient_balance,2026-06-23 07:27:00,escalate,False,
P002257,C03462,1690.46,Card,expired_card,2026-04-13 14:45:00,stop,False,
P002258,C00889,633.85,UPI,card_declined,2026-06-05 11:50:00,message,False,
P002259,C00487,1822.47,Card,expired_card,2026-04-03 11:09:00,escalate,False,
P002260,C02856,673.96,Card,card_declined,2026-06-17 04:43:00,stop,False,
P002261,C03462,2186.59,NetBanking,insufficient_balance,2026-03-10 18:33:00,stop,False,
P002262,C03158,1188.19,Card,card_declined,2026-01-14 15:56:00,stop,False,
P002263,C03710,2365.96,UPI,card_declined,2026-04-19 14:13:00,message,True,55.0
P002264,C01901,4967.23,Card,card_declined,2026-03-23 10:02:00,escalate,False,
P002265,C00991,4808.17,UPI,network_error,2026-06-06 22:15:00,stop,False,
P002266,C02814,4671.13,UPI,insufficient_balance,2026-02-28 00:56:00,stop,True,69.0
P002267,C02066,4396.5,UPI,expired_card,2026-05-12 01:41:00,message,True,37.0
P002268,C00117,2399.54,Card,card_declined,2026-04-18 03:51:00,payment_link,True,25.0
P002269,C01593,7238.28,Card,network_error,2026-04-17 14:32:00,stop,False,
P002270,C02634,4505.76,UPI,network_error,2026-03-13 11:37:00,payment_link,True,61.0
P002271,C01126,2141.61,NetBanking,card_declined,2026-01-09 18:51:00,escalate,False,
P002272,C01148,6493.02,Card,insufficient_balance,2026-01-17 00:53:00,message,True,28.0
P002273,C03545,2569.21,UPI,limit_exceeded,2026-03-19 04:44:00,message,True,24.0
P002274,C01811,1543.23,Card,network_error,2026-01-09 18:22:00,message,False,
P002275,C00899,613.39,Card,insufficient_balance,2026-06-17 15:18:00,escalate,True,45.0
P002276,C03957,2467.97,NetBanking,insufficient_balance,2026-01-07 03:10:00,retry,False,
P002277,C02837,2057.84,Card,network_error,2026-01-02 04:22:00,stop,False,
P002278,C01288,2178.48,UPI,network_error,2026-04-05 13:38:00,retry,False,
P002279,C01315,8205.3,Card,card_declined,2026-02-11 23:35:00,message,True,32.0
P002280,C00222,5545.58,UPI,bank_timeout,2026-05-17 00:49:00,stop,False,
P002281,C01782,3355.54,UPI,limit_exceeded,2026-01-03 05:59:00,retry,True,48.0
P002282,C02619,6390.31,NetBanking,limit_exceeded,2026-02-24 20:03:00,message,False,
P002283,C03401,615.86,NetBanking,network_error,2026-05-21 08:12:00,stop,False,
P002284,C02599,8240.67,UPI,bank_timeout,2026-06-05 08:41:00,stop,True,53.0
P002285,C00451,592.51,Card,bank_timeout,2026-05-04 05:48:00,stop,False,
P002286,C02692,3077.02,NetBanking,bank_timeout,2026-03-04 20:30:00,payment_link,False,
P002287,C00407,2036.54,NetBanking,card_declined,2026-01-22 10:22:00,retry,False,
P002288,C01559,3609.29,Card,limit_exceeded,2026-01-06 16:43:00,message,False,
P002289,C03237,3316.69,UPI,card_declined,2026-06-09 03:21:00,payment_link,False,
P002290,C02039,2357.0,Card,network_error,2026-04-30 17:55:00,stop,False,
P002291,C01652,1015.26,NetBanking,bank_timeout,2026-04-01 21:56:00,message,True,13.0
P002292,C00192,9436.95,NetBanking,card_declined,2026-05-29 21:13:00,escalate,True,11.0
P002293,C00146,2646.84,UPI,network_error,2026-06-11 05:18:00,stop,False,
P002294,C02989,1223.01,Card,insufficient_balance,2026-01-20 07:06:00,retry,False,
P002295,C01868,1608.26,UPI,bank_timeout,2026-03-01 22:23:00,escalate,True,37.0
P002296,C01891,1444.19,UPI,insufficient_balance,2026-06-22 21:15:00,escalate,True,12.0
P002297,C02649,23531.14,NetBanking,network_error,2026-04-14 12:26:00,escalate,True,1.0
P002298,C00307,3979.95,NetBanking,limit_exceeded,2026-03-01 08:11:00,retry,True,55.0
P002299,C02431,4726.79,UPI,network_error,2026-05-30 22:39:00,payment_link,True,16.0
P002300,C00053,6447.74,UPI,network_error,2026-01-25 23:54:00,stop,False,
P002301,C02918,2576.63,Card,bank_timeout,2026-02-07 19:22:00,escalate,False,
P002302,C00185,924.1,NetBanking,insufficient_balance,2026-01-23 21:31:00,stop,False,
P002303,C00898,471.71,Card,bank_timeout,2026-01-24 22:04:00,stop,False,
P002304,C00659,1998.46,NetBanking,limit_exceeded,2026-04-30 06:04:00,payment_link,False,
P002305,C02357,487.63,UPI,bank_timeout,2026-03-17 20:23:00,stop,False,
P002306,C01302,1793.2,Card,limit_exceeded,2026-02-14 18:22:00,stop,False,
P002307,C01790,3641.21,NetBanking,network_error,2026-06-15 12:01:00,escalate,False,
P002308,C00169,2362.64,UPI,expired_card,2026-01-10 05:22:00,retry,True,17.0
P002309,C00722,4631.53,UPI,network_error,2026-01-15 22:03:00,escalate,False,
P002310,C02948,2367.28,Card,bank_timeout,2026-05-10 04:35:00,message,True,54.0
P002311,C03733,2059.52,NetBanking,card_declined,2026-04-27 03:18:00,message,False,
P002312,C00990,3019.87,UPI,bank_timeout,2026-05-22 12:46:00,retry,True,20.0
P002313,C01261,2684.54,Card,insufficient_balance,2026-04-08 23:36:00,escalate,False,
P002314,C00069,1080.2,NetBanking,bank_timeout,2026-06-22 22:49:00,escalate,False,
P002315,C02004,2476.21,NetBanking,card_declined,2026-06-10 15:55:00,stop,False,
P002316,C02138,2925.89,Card,network_error,2026-02-27 18:03:00,payment_link,False,
P002317,C03382,1428.46,UPI,network_error,2026-06-20 07:18:00,payment_link,False,
P002318,C01797,1762.58,Card,expired_card,2026-06-25 22:29:00,retry,False,
P002319,C00038,4155.82,UPI,card_declined,2026-04-15 11:52:00,payment_link,False,
P002320,C00070,6482.3,NetBanking,card_declined,2026-05-01 15:36:00,message,False,
P002321,C01208,4525.8,UPI,insufficient_balance,2026-02-11 10:56:00,retry,False,
P002322,C01817,8840.15,Card,insufficient_balance,2026-06-06 11:34:00,message,False,
P002323,C02821,1505.11,UPI,limit_exceeded,2026-04-10 22:07:00,payment_link,True,37.0
P002324,C01259,4926.11,Card,limit_exceeded,2026-05-22 17:47:00,payment_link,False,
P002325,C01722,2406.12,NetBanking,insufficient_balance,2026-05-10 06:14:00,escalate,False,
P002326,C03597,2820.33,UPI,insufficient_balance,2026-04-01 13:33:00,message,False,
P002327,C02793,1373.74,NetBanking,card_declined,2026-03-08 05:58:00,message,True,38.0
P002328,C03445,2533.16,Card,bank_timeout,2026-02-01 23:26:00,stop,False,
P002329,C01617,1712.41,UPI,limit_exceeded,2026-03-31 16:05:00,stop,False,
P002330,C02006,1365.65,Card,insufficient_balance,2026-03-26 08:20:00,message,True,3.0
P002331,C00314,16370.35,Card,expired_card,2026-03-15 01:15:00,escalate,False,
P002332,C00844,721.01,NetBanking,network_error,2026-04-08 18:01:00,retry,True,69.0
P002333,C02326,5331.3,UPI,card_declined,2026-05-22 15:30:00,message,False,
P002334,C01441,6034.0,UPI,bank_timeout,2026-05-20 15:07:00,message,True,56.0
P002335,C03225,3504.7,Card,card_declined,2026-02-24 20:41:00,escalate,False,
P002336,C01666,1217.89,UPI,limit_exceeded,2026-03-20 18:11:00,payment_link,True,12.0
P002337,C01479,29946.29,UPI,card_declined,2026-05-26 04:13:00,escalate,True,35.0
P002338,C02454,3722.16,NetBanking,network_error,2026-01-22 21:50:00,retry,False,
P002339,C02785,10441.38,UPI,limit_exceeded,2026-04-24 17:29:00,escalate,False,
P002340,C01562,922.16,Card,bank_timeout,2026-05-11 02:35:00,message,True,66.0
P002341,C02687,2837.12,Card,card_declined,2026-03-06 05:25:00,escalate,True,4.0
P002342,C02081,2130.97,Card,card_declined,2026-02-28 17:06:00,stop,False,
P002343,C03899,2099.37,UPI,network_error,2026-05-02 16:54:00,retry,False,
P002344,C01778,1680.12,NetBanking,card_declined,2026-03-25 18:55:00,payment_link,False,
P002345,C01853,1987.37,UPI,limit_exceeded,2026-03-05 23:32:00,retry,False,
P002346,C01642,1944.41,UPI,expired_card,2026-02-05 02:14:00,escalate,False,
P002347,C03849,1283.54,NetBanking,network_error,2026-03-19 14:25:00,escalate,True,21.0
P002348,C01903,301.83,UPI,insufficient_balance,2026-02-11 21:02:00,message,True,16.0
P002349,C03553,3338.7,Card,network_error,2026-01-17 00:46:00,retry,True,8.0
P002350,C01891,3155.04,UPI,network_error,2026-04-21 11:32:00,retry,True,18.0
P002351,C01596,4035.7,NetBanking,card_declined,2026-06-10 21:01:00,retry,True,72.0
P002352,C02549,5154.28,UPI,network_error,2026-06-04 11:03:00,message,True,16.0
P002353,C01216,2014.93,UPI,insufficient_balance,2026-03-24 19:21:00,retry,False,
P002354,C00929,19019.0,Card,insufficient_balance,2026-03-13 18:16:00,retry,True,52.0
P002355,C02555,5090.95,UPI,expired_card,2026-01-09 16:37:00,payment_link,False,
P002356,C00887,3737.75,Card,network_error,2026-03-06 05:22:00,payment_link,False,
P002357,C03737,2392.99,UPI,insufficient_balance,2026-06-26 11:35:00,stop,False,
P002358,C00914,4687.69,UPI,insufficient_balance,2026-01-12 00:06:00,stop,False,
P002359,C03730,1119.67,Card,card_declined,2026-05-27 13:05:00,message,False,
P002360,C01857,4100.77,Card,network_error,2026-02-13 22:35:00,message,True,17.0
P002361,C02247,3010.12,Card,card_declined,2026-01-13 16:13:00,escalate,True,41.0
P002362,C03130,3166.73,UPI,limit_exceeded,2026-01-19 02:02:00,payment_link,False,
P002363,C03891,3435.53,Card,network_error,2026-06-28 20:06:00,escalate,False,
P002364,C01767,4446.66,Card,insufficient_balance,2026-06-09 20:44:00,payment_link,False,
P002365,C00511,1931.99,UPI,insufficient_balance,2026-05-29 04:46:00,payment_link,True,70.0
P002366,C03720,12049.82,UPI,limit_exceeded,2026-01-27 05:21:00,message,True,27.0
P002367,C03371,1404.24,UPI,insufficient_balance,2026-06-21 01:48:00,payment_link,False,
P002368,C03516,2663.82,NetBanking,bank_timeout,2026-03-14 01:06:00,retry,False,
P002369,C02415,5097.24,NetBanking,expired_card,2026-06-05 12:48:00,stop,False,
P002370,C00845,2269.89,NetBanking,insufficient_balance,2026-02-03 19:52:00,escalate,True,43.0
P002371,C01787,50888.7,UPI,bank_timeout,2026-04-08 15:00:00,escalate,False,
P002372,C03619,3535.33,UPI,insufficient_balance,2026-04-15 20:14:00,retry,False,
P002373,C03204,2555.2,NetBanking,insufficient_balance,2026-06-20 01:25:00,escalate,False,
P002374,C01641,1526.05,UPI,insufficient_balance,2026-06-21 09:59:00,stop,False,
P002375,C03090,5401.56,Card,insufficient_balance,2026-06-15 22:58:00,stop,False,
P002376,C03891,4202.64,NetBanking,card_declined,2026-03-27 05:31:00,payment_link,False,
P002377,C01931,1904.6,UPI,card_declined,2026-01-30 06:55:00,retry,True,34.0
P002378,C00461,992.03,NetBanking,insufficient_balance,2026-03-05 22:36:00,escalate,False,
P002379,C01605,5589.54,UPI,card_declined,2026-02-25 13:09:00,payment_link,False,
P002380,C03722,2391.34,Card,network_error,2026-04-07 23:07:00,escalate,True,15.0
P002381,C00140,4429.3,UPI,insufficient_balance,2026-05-03 15:26:00,stop,False,
P002382,C03042,1774.96,Card,insufficient_balance,2026-01-12 07:44:00,retry,False,
P002383,C01894,4037.78,UPI,expired_card,2026-03-04 23:51:00,message,True,24.0
P002384,C00930,913.89,Card,network_error,2026-03-23 23:50:00,escalate,True,32.0
P002385,C03036,3080.59,Card,insufficient_balance,2026-05-22 19:16:00,message,True,9.0
P002386,C02924,729.15,UPI,insufficient_balance,2026-05-20 13:00:00,escalate,True,59.0
P002387,C02829,5453.6,Card,card_declined,2026-03-25 23:27:00,stop,False,
P002388,C03614,5254.75,UPI,network_error,2026-05-17 10:38:00,retry,True,22.0
P002389,C01368,1260.71,UPI,limit_exceeded,2026-02-24 16:19:00,payment_link,True,32.0
P002390,C00613,2802.67,UPI,card_declined,2026-05-26 20:03:00,payment_link,True,43.0
P002391,C00392,4367.22,UPI,insufficient_balance,2026-01-30 12:43:00,retry,False,
P002392,C00278,5076.21,UPI,insufficient_balance,2026-01-10 03:57:00,stop,False,
P002393,C00927,2648.6,NetBanking,network_error,2026-04-06 14:21:00,message,False,
P002394,C00739,9334.14,UPI,expired_card,2026-01-30 01:23:00,escalate,True,11.0
P002395,C03233,6096.68,UPI,card_declined,2026-04-20 14:45:00,stop,False,
P002396,C00171,3865.5,NetBanking,insufficient_balance,2026-01-20 17:38:00,stop,False,
P002397,C01204,8993.77,UPI,network_error,2026-01-05 11:52:00,stop,False,
P002398,C00074,2531.44,UPI,limit_exceeded,2026-01-12 02:39:00,escalate,False,
P002399,C03661,3085.53,UPI,expired_card,2026-06-18 16:46:00,retry,False,
P002400,C00037,2009.0,UPI,limit_exceeded,2026-01-01 14:10:00,message,False,
P002401,C01979,4381.14,NetBanking,card_declined,2026-01-24 12:59:00,stop,False,
P002402,C03883,5030.69,UPI,card_declined,2026-01-18 17:38:00,payment_link,True,67.0
P002403,C03862,2517.28,NetBanking,insufficient_balance,2026-05-25 18:54:00,escalate,False,
P002404,C01544,2361.57,UPI,insufficient_balance,2026-04-08 00:51:00,retry,False,
P002405,C02442,3495.98,UPI,insufficient_balance,2026-05-15 16:05:00,message,False,
P002406,C02625,715.28,NetBanking,insufficient_balance,2026-03-23 11:58:00,retry,False,
P002407,C03334,16596.56,UPI,insufficient_balance,2026-05-08 01:57:00,escalate,False,
P002408,C01143,20948.61,UPI,insufficient_balance,2026-01-02 01:24:00,retry,False,
P002409,C02969,1090.06,UPI,bank_timeout,2026-04-13 17:30:00,stop,False,
P002410,C02692,4157.03,Card,network_error,2026-03-12 08:24:00,stop,False,
P002411,C00827,32818.73,NetBanking,insufficient_balance,2026-05-17 19:24:00,payment_link,True,45.0
P002412,C01768,7357.31,UPI,network_error,2026-01-16 21:36:00,escalate,False,
P002413,C01874,3580.08,Card,limit_exceeded,2026-04-18 04:56:00,message,False,
P002414,C03608,3861.9,UPI,card_declined,2026-05-22 06:37:00,stop,False,
P002415,C01820,4522.0,UPI,bank_timeout,2026-01-10 17:00:00,stop,False,
P002416,C03473,685.01,Card,limit_exceeded,2026-05-03 11:57:00,stop,False,
P002417,C03710,2288.66,Card,network_error,2026-01-24 20:12:00,escalate,True,63.0
P002418,C01822,700.4,UPI,card_declined,2026-01-18 04:42:00,escalate,True,44.0
P002419,C00097,1563.62,UPI,network_error,2026-03-04 10:29:00,escalate,False,
P002420,C00584,6859.5,UPI,card_declined,2026-03-25 09:16:00,stop,True,9.0
P002421,C01526,6856.29,Card,network_error,2026-01-30 06:47:00,stop,False,
P002422,C00570,1726.84,NetBanking,card_declined,2026-01-26 07:40:00,retry,False,
P002423,C02992,907.93,UPI,network_error,2026-05-22 05:45:00,retry,True,6.0
P002424,C00856,907.42,NetBanking,card_declined,2026-02-08 03:31:00,retry,False,
P002425,C01637,4564.31,UPI,card_declined,2026-03-30 10:59:00,stop,False,
P002426,C01005,447.81,Card,card_declined,2026-03-12 21:56:00,message,False,
P002427,C02267,882.61,UPI,bank_timeout,2026-01-20 00:44:00,payment_link,True,27.0
P002428,C03166,662.26,Card,card_declined,2026-05-25 20:26:00,retry,False,
P002429,C01865,1449.16,Card,bank_timeout,2026-01-01 15:54:00,stop,False,
P002430,C03637,1739.09,UPI,bank_timeout,2026-01-17 16:37:00,payment_link,False,
P002431,C00332,9698.62,UPI,insufficient_balance,2026-04-18 15:02:00,stop,False,
P002432,C02542,4861.02,UPI,insufficient_balance,2026-03-23 11:58:00,stop,False,
P002433,C01191,4573.79,Card,insufficient_balance,2026-02-04 16:07:00,message,True,37.0
P002434,C03915,1808.02,Card,card_declined,2026-04-25 19:42:00,retry,False,
P002435,C03861,1902.16,UPI,card_declined,2026-02-07 22:50:00,retry,False,
P002436,C03786,4316.73,UPI,insufficient_balance,2026-03-14 03:24:00,message,False,
P002437,C00833,6098.98,NetBanking,network_error,2026-03-26 00:05:00,message,True,63.0
P002438,C00622,16972.14,NetBanking,insufficient_balance,2026-06-24 07:36:00,retry,True,44.0
P002439,C01251,20882.63,NetBanking,insufficient_balance,2026-05-02 15:50:00,payment_link,False,
P002440,C02703,1967.4,NetBanking,insufficient_balance,2026-06-16 04:43:00,message,False,
P002441,C00156,6388.65,Card,expired_card,2026-01-08 15:49:00,stop,False,
P002442,C01684,2131.06,Card,network_error,2026-04-11 01:00:00,stop,False,
P002443,C01816,22081.17,UPI,card_declined,2026-05-25 23:29:00,escalate,False,
P002444,C00001,6609.11,Card,expired_card,2026-01-29 23:26:00,message,True,26.0
P002445,C03809,2768.74,UPI,bank_timeout,2026-02-12 10:05:00,message,False,
P002446,C02270,832.84,UPI,expired_card,2026-05-28 21:41:00,retry,False,
P002447,C00330,1029.09,UPI,bank_timeout,2026-02-20 00:35:00,retry,True,35.0
P002448,C00029,1847.52,NetBanking,limit_exceeded,2026-02-21 07:24:00,stop,False,
P002449,C00848,2641.86,Card,network_error,2026-05-19 01:51:00,retry,False,
P002450,C01263,1140.77,UPI,network_error,2026-06-06 15:58:00,payment_link,False,
P002451,C03710,1516.89,UPI,network_error,2026-02-21 00:07:00,payment_link,True,30.0
P002452,C01038,3692.61,UPI,insufficient_balance,2026-06-19 13:09:00,escalate,True,40.0
P002453,C01455,4479.78,UPI,insufficient_balance,2026-06-15 07:41:00,retry,False,
P002454,C03310,4707.7,UPI,limit_exceeded,2026-04-09 22:42:00,message,False,
P002455,C00065,1655.44,UPI,network_error,2026-02-04 08:52:00,retry,False,
P002456,C01041,5445.7,Card,network_error,2026-02-09 21:29:00,payment_link,False,
P002457,C00596,1598.52,Card,card_declined,2026-01-11 21:34:00,retry,True,12.0
P002458,C02805,5626.57,Card,insufficient_balance,2026-06-02 15:40:00,escalate,True,21.0
P002459,C03070,1578.64,Card,card_declined,2026-03-11 14:21:00,stop,False,
P002460,C03588,3478.64,Card,card_declined,2026-02-24 07:18:00,retry,False,
P002461,C03132,1086.97,UPI,limit_exceeded,2026-01-02 18:07:00,retry,False,
P002462,C00775,2878.03,UPI,card_declined,2026-02-17 07:22:00,escalate,True,15.0
P002463,C03173,1377.76,Card,bank_timeout,2026-02-16 20:19:00,payment_link,False,
P002464,C01787,26693.69,UPI,bank_timeout,2026-04-26 19:47:00,stop,False,
P002465,C00587,2049.21,Card,insufficient_balance,2026-06-18 01:56:00,stop,False,
P002466,C02101,1266.88,UPI,network_error,2026-05-11 17:36:00,payment_link,False,
P002467,C02646,1593.07,NetBanking,insufficient_balance,2026-03-06 17:58:00,stop,False,
P002468,C03734,2566.06,NetBanking,bank_timeout,2026-04-04 17:48:00,stop,False,
P002469,C01144,2392.38,UPI,network_error,2026-05-20 18:22:00,escalate,False,
P002470,C01128,6261.13,NetBanking,limit_exceeded,2026-01-13 05:15:00,payment_link,True,65.0
P002471,C00718,2351.42,UPI,insufficient_balance,2026-04-12 11:43:00,escalate,False,
P002472,C00505,756.7,NetBanking,expired_card,2026-06-02 14:39:00,escalate,True,36.0
P002473,C01500,3227.21,UPI,insufficient_balance,2026-06-15 20:15:00,payment_link,True,67.0
P002474,C03799,3628.77,UPI,insufficient_balance,2026-02-04 13:38:00,retry,False,
P002475,C02734,7784.74,UPI,network_error,2026-05-27 00:53:00,message,True,16.0
P002476,C03195,3337.47,Card,expired_card,2026-03-30 13:08:00,retry,False,
P002477,C03435,8851.53,Card,insufficient_balance,2026-02-16 05:55:00,payment_link,True,51.0
P002478,C00214,2713.81,UPI,bank_timeout,2026-02-21 08:12:00,escalate,False,
P002479,C02941,7310.74,Card,card_declined,2026-05-30 16:12:00,stop,False,
P002480,C00927,1285.45,NetBanking,network_error,2026-02-21 18:19:00,retry,True,17.0
P002481,C01504,4917.5,UPI,insufficient_balance,2026-04-12 15:30:00,stop,False,
P002482,C03396,4862.74,Card,network_error,2026-06-01 01:23:00,stop,False,
P002483,C01975,2849.31,Card,limit_exceeded,2026-05-13 18:05:00,retry,False,
P002484,C02973,1349.49,Card,card_declined,2026-03-11 15:42:00,payment_link,False,
P002485,C00134,2579.39,Card,network_error,2026-04-01 10:25:00,stop,False,
P002486,C03873,910.55,NetBanking,card_declined,2026-01-19 10:59:00,payment_link,True,33.0
P002487,C01900,1625.86,Card,card_declined,2026-02-10 19:18:00,escalate,False,
P002488,C00482,2623.73,UPI,network_error,2026-04-14 13:01:00,stop,False,
P002489,C02947,1596.12,NetBanking,limit_exceeded,2026-06-07 08:45:00,payment_link,False,
P002490,C03005,3905.07,NetBanking,insufficient_balance,2026-06-09 10:34:00,stop,False,
P002491,C03012,2231.61,UPI,bank_timeout,2026-01-11 01:06:00,message,True,21.0
P002492,C01269,1294.89,UPI,insufficient_balance,2026-01-30 13:10:00,escalate,False,
P002493,C00408,2525.36,UPI,insufficient_balance,2026-04-19 06:57:00,stop,False,
P002494,C03518,5301.35,Card,insufficient_balance,2026-02-02 16:37:00,stop,False,
P002495,C01307,1327.65,UPI,limit_exceeded,2026-06-04 07:24:00,stop,False,
P002496,C03260,1349.37,Card,bank_timeout,2026-02-14 08:50:00,stop,False,
P002497,C00921,1432.18,UPI,expired_card,2026-04-30 11:01:00,retry,False,
P002498,C03198,2216.87,UPI,insufficient_balance,2026-03-23 13:57:00,retry,False,
P002499,C01090,1087.66,Card,network_error,2026-05-13 16:21:00,message,True,22.0
P002500,C03901,2458.87,UPI,bank_timeout,2026-04-04 01:12:00,stop,False,
P002501,C02644,5597.75,NetBanking,insufficient_balance,2026-02-25 17:37:00,message,False,
P002502,C03950,1485.33,Card,network_error,2026-03-15 06:37:00,payment_link,False,
P002503,C03077,5098.07,UPI,card_declined,2026-06-25 03:06:00,escalate,False,
P002504,C00886,13482.58,UPI,bank_timeout,2026-01-09 02:23:00,payment_link,False,
P002505,C00634,23526.3,NetBanking,network_error,2026-03-08 21:15:00,stop,False,
P002506,C00271,37859.81,Card,insufficient_balance,2026-03-10 13:46:00,stop,False,
P002507,C03646,996.72,NetBanking,network_error,2026-03-21 07:13:00,stop,False,
P002508,C03857,5754.73,Card,card_declined,2026-03-31 13:13:00,message,False,
P002509,C01592,3408.51,Card,insufficient_balance,2026-04-26 00:41:00,escalate,False,
P002510,C01049,2334.59,UPI,card_declined,2026-03-27 17:00:00,stop,False,
P002511,C02919,6768.11,Card,limit_exceeded,2026-06-22 09:19:00,stop,False,
P002512,C03340,1295.16,Card,limit_exceeded,2026-03-01 13:10:00,message,False,
P002513,C00474,6991.04,UPI,card_declined,2026-04-11 09:23:00,payment_link,False,
P002514,C03812,2124.48,Card,card_declined,2026-02-27 02:49:00,payment_link,False,
P002515,C01709,2984.67,UPI,insufficient_balance,2026-03-11 11:07:00,retry,False,
P002516,C03805,1644.09,Card,insufficient_balance,2026-04-26 10:57:00,stop,False,
P002517,C02846,3147.98,Card,card_declined,2026-05-15 10:15:00,escalate,False,
P002518,C03706,2052.99,UPI,insufficient_balance,2026-01-22 19:07:00,message,False,
P002519,C03785,5697.25,UPI,bank_timeout,2026-01-30 23:07:00,payment_link,True,44.0
P002520,C01647,1563.69,Card,expired_card,2026-05-01 12:19:00,payment_link,False,
P002521,C02426,8982.2,UPI,card_declined,2026-04-18 16:59:00,escalate,True,23.0
P002522,C00258,1822.52,UPI,network_error,2026-01-14 08:56:00,escalate,True,5.0
P002523,C03860,5026.33,Card,insufficient_balance,2026-04-15 13:47:00,stop,False,
P002524,C01087,886.41,UPI,insufficient_balance,2026-05-31 17:30:00,escalate,False,
P002525,C02028,2575.52,UPI,insufficient_balance,2026-04-20 08:23:00,payment_link,False,
P002526,C03874,6875.83,UPI,card_declined,2026-01-25 19:35:00,message,False,
P002527,C00448,8186.83,UPI,limit_exceeded,2026-06-28 03:39:00,payment_link,True,59.0
P002528,C03794,2741.33,UPI,network_error,2026-05-02 21:16:00,payment_link,True,15.0
P002529,C01522,1657.86,Card,network_error,2026-06-05 06:13:00,stop,False,
P002530,C03071,7401.95,Card,expired_card,2026-02-10 02:19:00,escalate,True,63.0
P002531,C00828,2632.72,Card,expired_card,2026-02-28 16:52:00,escalate,True,48.0
P002532,C02878,4825.72,UPI,bank_timeout,2026-01-30 05:30:00,retry,True,47.0
P002533,C03876,1252.21,UPI,limit_exceeded,2026-01-04 03:51:00,escalate,False,
P002534,C03665,5796.6,UPI,network_error,2026-04-02 05:49:00,stop,False,
P002535,C03838,1711.48,NetBanking,limit_exceeded,2026-04-19 01:38:00,escalate,True,11.0
P002536,C03664,3410.9,UPI,limit_exceeded,2026-06-22 17:40:00,payment_link,False,
P002537,C02649,22678.24,Card,card_declined,2026-06-26 23:07:00,message,False,
P002538,C03898,9818.46,UPI,expired_card,2026-03-09 00:36:00,message,False,
P002539,C03272,5788.48,UPI,network_error,2026-04-12 21:35:00,payment_link,True,41.0
P002540,C01248,1254.85,UPI,insufficient_balance,2026-04-27 20:08:00,retry,False,
P002541,C03988,2810.41,UPI,insufficient_balance,2026-05-14 11:42:00,stop,False,
P002542,C01959,1051.12,NetBanking,limit_exceeded,2026-06-17 13:39:00,payment_link,False,
