attempt_id,payment_id,action,attempt_number,timestamp,result,recovered_amount
A00004599,P004599,escalate,1,2026-06-19 02:36:00,success,2353.89
A00004600,P004600,payment_link,1,2026-01-30 13:58:00,failed,0.0
A00004601,P004601,payment_link,1,2026-02-24 07:09:00,failed,0.0
A00004602,P004602,escalate,1,2026-05-19 09:19:00,failed,0.0
A00004603,P004603,escalate,1,2026-03-29 19:54:00,success,2265.51
A00004604,P004604,stop,1,2026-02-01 11:02:00,failed,0.0
A00004605,P004605,retry,1,2026-05-10 17:23:00,failed,0.0
A00004606,P004606,retry,1,2026-02-04 12:14:00,success,5677.31
A00004607,P004607,message,1,2026-04-12 22:36:00,success,2965.33
A00004608,P004608,escalate,1,2026-05-15 13:11:00,success,31608.16
A00004609,P004609,retry,1,2026-05-25 20:19:00,success,3976.47
A00004610,P004610,escalate,1,2026-03-24 06:48:00,failed,0.0
A00004611,P004611,stop,1,2026-01-23 08:27:00,success,2238.98
A00004612,P004612,escalate,1,2026-04-30 12:38:00,success,4033.76
A00004613,P004613,escalate,1,2026-03-15 12:53:00,failed,0.0
A00004614,P004614,retry,1,2026-05-28 14:54:00,failed,0.0
A00004615,P004615,payment_link,1,2026-06-09 08:32:00,failed,0.0
A00004616,P004616,escalate,1,2026-05-24 13:57:00,success,9376.34
A00004617,P004617,payment_link,1,2026-03-18 02:24:00,failed,0.0
A00004618,P004618,stop,1,2026-02-17 11:59:00,failed,0.0
A00004619,P004619,payment_link,1,2026-04-04 13:18:00,success,957.65
A00004620,P004620,payment_link,1,2026-06-12 16:55:00,success,5319.96
A00004621,P004621,escalate,1,2026-04-18 06:53:00,failed,0.0
A00004622,P004622,escalate,1,2026-03-20 06:51:00,failed,0.0
A00004623,P004623,retry,1,2026-01-09 06:35:00,failed,0.0
A00004624,P004624,escalate,1,2026-02-08 18:42:00,failed,0.0
A00004625,P004625,retry,1,2026-06-24 13:27:00,failed,0.0
A00004626,P004626,retry,1,2026-06-19 12:10:00,success,10128.6
A00004627,P004627,retry,1,2026-03-20 18:33:00,failed,0.0
A00004628,P004628,escalate,1,2026-03-16 13:16:00,failed,0.0
A00004629,P004629,message,1,2026-02-11 03:02:00,success,2566.14
A00004630,P004630,payment_link,1,2026-01-10 14:48:00,failed,0.0
A00004631,P004631,retry,1,2026-04-30 13:45:00,success,1295.31
A00004632,P004632,payment_link,1,2026-03-31 03:44:00,success,3883.73
A00004633,P004633,escalate,1,2026-03-23 23:39:00,failed,0.0
A00004634,P004634,escalate,1,2026-03-27 14:07:00,failed,0.0
A00004635,P004635,retry,1,2026-01-09 21:23:00,failed,0.0
A00004636,P004636,escalate,1,2026-03-28 21:14:00,failed,0.0
A00004637,P004637,payment_link,1,2026-06-28 18:28:00,failed,0.0
A00004638,P004638,stop,1,2026-03-08 12:56:00,failed,0.0
A00004639,P004639,escalate,1,2026-01-07 12:33:00,success,486.88
A00004640,P004640,payment_link,1,2026-01-30 14:48:00,failed,0.0
A00004641,P004641,escalate,1,2026-02-23 21:22:00,success,2026.41
A00004642,P004642,message,1,2026-01-02 06:22:00,failed,0.0
A00004643,P004643,payment_link,1,2026-03-20 15:17:00,failed,0.0
A00004644,P004644,message,1,2026-05-03 01:13:00,success,4399.48
A00004645,P004645,payment_link,1,2026-01-11 03:06:00,failed,0.0
A00004646,P004646,escalate,1,2026-03-15 03:53:00,failed,0.0
A00004647,P004647,stop,1,2026-06-04 23:07:00,failed,0.0
A00004648,P004648,stop,1,2026-02-23 06:21:00,failed,0.0
A00004649,P004649,message,1,2026-04-30 14:43:00,success,24972.31
A00004650,P004650,retry,1,2026-03-27 10:19:00,failed,0.0
A00004651,P004651,message,1,2026-04-18 01:36:00,success,1299.06
A00004652,P004652,retry,1,2026-01-30 03:56:00,success,1363.86
A00004653,P004653,stop,1,2026-01-28 08:45:00,failed,0.0
A00004654,P004654,retry,1,2026-05-30 13:13:00,failed,0.0
A00004655,P004655,message,1,2026-03-13 11:45:00,success,4047.55
A00004656,P004656,message,1,2026-06-18 07:49:00,success,558.72
A00004657,P004657,stop,1,2026-02-07 04:30:00,failed,0.0
A00004658,P004658,message,1,2026-06-06 06:11:00,failed,0.0
A00004659,P004659,retry,1,2026-04-07 15:58:00,success,1878.43
A00004660,P004660,escalate,1,2026-05-03 04:42:00,failed,0.0
A00004661,P004661,payment_link,1,2026-03-24 00:14:00,failed,0.0
A00004662,P004662,escalate,1,2026-01-25 06:50:00,failed,0.0
A00004663,P004663,payment_link,1,2026-01-03 00:52:00,failed,0.0
A00004664,P004664,escalate,1,2026-01-04 07:03:00,success,22240.86
A00004665,P004665,message,1,2026-02-12 13:15:00,success,3972.97
A00004666,P004666,message,1,2026-02-18 22:09:00,success,21286.27
A00004667,P004667,retry,1,2026-03-06 12:12:00,success,1217.27
A00004668,P004668,stop,1,2026-03-13 19:50:00,failed,0.0
A00004669,P004669,stop,1,2026-06-01 21:42:00,failed,0.0
A00004670,P004670,retry,1,2026-02-21 00:01:00,failed,0.0
A00004671,P004671,escalate,1,2026-01-24 13:10:00,success,1357.44
A00004672,P004672,message,1,2026-06-04 03:58:00,failed,0.0
A00004673,P004673,message,1,2026-03-21 01:27:00,failed,0.0
A00004674,P004674,escalate,1,2026-01-19 00:57:00,failed,0.0
A00004675,P004675,payment_link,1,2026-06-21 09:24:00,failed,0.0
A00004676,P004676,stop,1,2026-02-20 18:15:00,failed,0.0
A00004677,P004677,stop,1,2026-04-06 17:26:00,failed,0.0
A00004678,P004678,escalate,1,2026-04-28 18:40:00,failed,0.0
A00004679,P004679,message,1,2026-04-04 02:22:00,failed,0.0
A00004680,P004680,retry,1,2026-01-17 14:24:00,failed,0.0
A00004681,P004681,payment_link,1,2026-02-10 05:15:00,success,2559.48
A00004682,P004682,stop,1,2026-03-10 04:46:00,failed,0.0
A00004683,P004683,stop,1,2026-02-24 10:53:00,failed,0.0
A00004684,P004684,message,1,2026-01-22 11:14:00,failed,0.0
A00004685,P004685,retry,1,2026-01-29 19:00:00,success,9277.77
A00004686,P004686,stop,1,2026-04-04 11:10:00,success,3315.32
A00004687,P004687,payment_link,1,2026-04-23 14:24:00,failed,0.0
A00004688,P004688,escalate,1,2026-05-04 13:00:00,failed,0.0
A00004689,P004689,escalate,1,2026-05-13 21:45:00,failed,0.0
A00004690,P004690,stop,1,2026-02-04 17:33:00,failed,0.0
A00004691,P004691,escalate,1,2026-06-12 19:08:00,success,3339.54
A00004692,P004692,escalate,1,2026-04-27 19:07:00,success,3668.48
A00004693,P004693,escalate,1,2026-06-18 07:56:00,success,36233.59
A00004694,P004694,message,1,2026-06-24 05:35:00,failed,0.0
A00004695,P004695,escalate,1,2026-05-03 23:42:00,failed,0.0
A00004696,P004696,escalate,1,2026-04-10 05:13:00,success,1482.79
A00004697,P004697,message,1,2026-01-31 23:53:00,failed,0.0
A00004698,P004698,payment_link,1,2026-05-14 11:23:00,failed,0.0
A00004699,P004699,payment_link,1,2026-06-15 03:46:00,success,1441.4
A00004700,P004700,payment_link,1,2026-03-30 22:03:00,failed,0.0
A00004701,P004701,retry,1,2026-02-05 10:48:00,failed,0.0
A00004702,P004702,escalate,1,2026-05-17 10:52:00,failed,0.0
A00004703,P004703,escalate,1,2026-03-05 02:55:00,success,39686.45
A00004704,P004704,message,1,2026-02-20 02:11:00,failed,0.0
A00004705,P004705,stop,1,2026-06-04 02:41:00,failed,0.0
A00004706,P004706,message,1,2026-05-21 20:21:00,failed,0.0
A00004707,P004707,stop,1,2026-05-20 10:42:00,failed,0.0
A00004708,P004708,retry,1,2026-02-10 07:03:00,success,3893.63
A00004709,P004709,retry,1,2026-03-17 03:10:00,success,1657.97
A00004710,P004710,message,1,2026-06-04 16:52:00,failed,0.0
A00004711,P004711,stop,1,2026-03-13 18:29:00,failed,0.0
A00004712,P004712,retry,1,2026-03-19 00:47:00,success,3590.93
A00004713,P004713,retry,1,2026-04-17 07:06:00,success,3385.4
A00004714,P004714,escalate,1,2026-02-09 21:17:00,failed,0.0
A00004715,P004715,stop,1,2026-05-14 10:08:00,failed,0.0
A00004716,P004716,retry,1,2026-02-03 05:28:00,success,1794.51
A00004717,P004717,retry,1,2026-05-02 22:22:00,success,23943.28
A00004718,P004718,escalate,1,2026-05-25 18:19:00,failed,0.0
A00004719,P004719,message,1,2026-03-29 21:44:00,success,1678.79
A00004720,P004720,retry,1,2026-03-09 05:47:00,failed,0.0
A00004721,P004721,payment_link,1,2026-06-08 16:02:00,failed,0.0
A00004722,P004722,retry,1,2026-02-20 18:13:00,failed,0.0
A00004723,P004723,escalate,1,2026-05-31 08:09:00,success,27998.18
A00004724,P004724,message,1,2026-03-07 12:40:00,failed,0.0
A00004725,P004725,message,1,2026-01-24 23:07:00,success,21102.12
A00004726,P004726,retry,1,2026-05-14 22:45:00,failed,0.0
A00004727,P004727,payment_link,1,2026-05-15 16:32:00,failed,0.0
A00004728,P004728,message,1,2026-03-23 19:50:00,success,1616.64
A00004729,P004729,retry,1,2026-03-26 09:59:00,failed,0.0
A00004730,P004730,stop,1,2026-01-12 05:25:00,failed,0.0
A00004731,P004731,payment_link,1,2026-01-06 04:11:00,failed,0.0
A00004732,P004732,stop,1,2026-03-12 22:51:00,failed,0.0
A00004733,P004733,message,1,2026-04-23 04:39:00,success,2141.13
A00004734,P004734,stop,1,2026-03-28 07:23:00,failed,0.0
A00004735,P004735,stop,1,2026-01-30 15:48:00,failed,0.0
A00004736,P004736,payment_link,1,2026-05-25 11:00:00,success,1970.28
A00004737,P004737,escalate,1,2026-06-02 07:55:00,failed,0.0
A00004738,P004738,escalate,1,2026-02-16 03:40:00,failed,0.0
A00004739,P004739,retry,1,2026-03-22 03:01:00,failed,0.0
A00004740,P004740,escalate,1,2026-03-26 04:25:00,success,604.96
A00004741,P004741,retry,1,2026-05-25 04:32:00,success,1824.15
A00004742,P004742,payment_link,1,2026-03-14 23:39:00,failed,0.0
A00004743,P004743,stop,1,2026-01-01 05:04:00,failed,0.0
A00004744,P004744,escalate,1,2026-06-19 16:41:00,success,1865.17
A00004745,P004745,message,1,2026-05-09 20:35:00,success,1242.39
A00004746,P004746,escalate,1,2026-06-20 14:03:00,failed,0.0
A00004747,P004747,escalate,1,2026-02-22 01:24:00,success,1011.48
A00004748,P004748,payment_link,1,2026-02-03 06:47:00,success,51882.72
A00004749,P004749,stop,1,2026-03-13 11:49:00,failed,0.0
A00004750,P004750,stop,1,2026-05-13 15:58:00,failed,0.0
A00004751,P004751,message,1,2026-03-31 17:34:00,failed,0.0
A00004752,P004752,retry,1,2026-06-04 19:18:00,success,861.93
A00004753,P004753,payment_link,1,2026-02-05 21:59:00,failed,0.0
A00004754,P004754,escalate,1,2026-05-11 10:43:00,success,1992.75
A00004755,P004755,stop,1,2026-03-24 02:44:00,failed,0.0
A00004756,P004756,stop,1,2026-03-10 23:11:00,failed,0.0
A00004757,P004757,payment_link,1,2026-04-17 16:56:00,success,10432.18
A00004758,P004758,escalate,1,2026-04-16 14:39:00,failed,0.0
A00004759,P004759,stop,1,2026-03-16 18:53:00,failed,0.0
A00004760,P004760,message,1,2026-02-16 02:52:00,failed,0.0
A00004761,P004761,stop,1,2026-03-12 07:38:00,failed,0.0
A00004762,P004762,payment_link,1,2026-02-28 21:03:00,failed,0.0
A00004763,P004763,message,1,2026-01-01 02:34:00,failed,0.0
A00004764,P004764,retry,1,2026-01-09 14:43:00,failed,0.0
A00004765,P004765,message,1,2026-05-08 18:30:00,failed,0.0
A00004766,P004766,retry,1,2026-06-26 16:45:00,success,3143.74
A00004767,P004767,stop,1,2026-05-07 10:05:00,failed,0.0
A00004768,P004768,escalate,1,2026-06-05 01:56:00,failed,0.0
A00004769,P004769,retry,1,2026-06-11 17:23:00,failed,0.0
A00004770,P004770,escalate,1,2026-03-25 05:33:00,failed,0.0
A00004771,P004771,retry,1,2026-02-02 11:45:00,failed,0.0
A00004772,P004772,stop,1,2026-02-04 01:47:00,failed,0.0
A00004773,P004773,retry,1,2026-04-01 04:41:00,failed,0.0
A00004774,P004774,escalate,1,2026-05-24 01:02:00,failed,0.0
A00004775,P004775,message,1,2026-01-06 10:37:00,success,3032.41
A00004776,P004776,escalate,1,2026-01-11 14:12:00,failed,0.0
A00004777,P004777,message,1,2026-02-14 04:31:00,success,2990.64
A00004778,P004778,message,1,2026-04-13 13:21:00,failed,0.0
A00004779,P004779,retry,1,2026-04-13 03:44:00,success,1089.71
A00004780,P004780,stop,1,2026-02-04 03:53:00,failed,0.0
A00004781,P004781,message,1,2026-04-23 23:47:00,failed,0.0
A00004782,P004782,escalate,1,2026-01-05 13:13:00,success,4978.54
A00004783,P004783,payment_link,1,2026-01-14 18:56:00,success,3393.56
A00004784,P004784,escalate,1,2026-05-06 14:11:00,success,1192.3
A00004785,P004785,message,1,2026-05-10 08:00:00,success,5970.26
A00004786,P004786,message,1,2026-01-31 00:24:00,success,8310.41
A00004787,P004787,stop,1,2026-04-16 18:50:00,failed,0.0
A00004788,P004788,escalate,1,2026-01-13 06:50:00,failed,0.0
A00004789,P004789,stop,1,2026-02-17 11:16:00,failed,0.0
A00004790,P004790,stop,1,2026-01-13 11:00:00,failed,0.0
A00004791,P004791,stop,1,2026-03-15 11:11:00,failed,0.0
A00004792,P004792,payment_link,1,2026-03-16 02:36:00,failed,0.0
A00004793,P004793,message,1,2026-01-20 13:02:00,success,1447.47
A00004794,P004794,escalate,1,2026-05-09 01:54:00,failed,0.0
A00004795,P004795,stop,1,2026-04-21 04:51:00,success,2446.45
A00004796,P004796,retry,1,2026-05-11 12:47:00,success,6549.6
A00004797,P004797,stop,1,2026-03-27 16:58:00,failed,0.0
A00004798,P004798,message,1,2026-04-04 09:57:00,success,4309.1
A00004799,P004799,escalate,1,2026-03-23 12:26:00,success,9410.47
A00004800,P004800,stop,1,2026-03-12 08:55:00,failed,0.0
A00004801,P004801,retry,1,2026-05-09 18:38:00,failed,0.0
A00004802,P004802,stop,1,2026-02-27 00:57:00,failed,0.0
A00004803,P004803,stop,1,2026-01-08 07:37:00,failed,0.0
A00004804,P004804,payment_link,1,2026-05-15 15:51:00,success,2075.94
A00004805,P004805,escalate,1,2026-02-16 14:03:00,failed,0.0
A00004806,P004806,retry,1,2026-06-18 12:49:00,failed,0.0
A00004807,P004807,stop,1,2026-03-28 01:37:00,failed,0.0
A00004808,P004808,payment_link,1,2026-05-11 19:19:00,failed,0.0
A00004809,P004809,escalate,1,2026-06-06 12:15:00,failed,0.0
A00004810,P004810,escalate,1,2026-03-01 02:26:00,failed,0.0
A00004811,P004811,retry,1,2026-02-13 08:04:00,failed,0.0
A00004812,P004812,retry,1,2026-03-08 11:48:00,success,3542.31
A00004813,P004813,retry,1,2026-03-07 03:32:00,success,1142.27
A00004814,P004814,message,1,2026-05-08 21:58:00,failed,0.0
A00004815,P004815,escalate,1,2026-01-01 11:55:00,failed,0.0
A00004816,P004816,retry,1,2026-05-15 10:33:00,success,1955.87
A00004817,P004817,stop,1,2026-03-24 13:58:00,success,3809.3
A00004818,P004818,payment_link,1,2026-01-19 07:09:00,failed,0.0
A00004819,P004819,stop,1,2026-05-23 01:54:00,failed,0.0
A00004820,P004820,escalate,1,2026-01-03 13:20:00,success,1402.66
A00004821,P004821,payment_link,1,2026-05-02 01:06:00,failed,0.0
A00004822,P004822,retry,1,2026-06-03 08:01:00,failed,0.0
A00004823,P004823,stop,1,2026-06-12 08:16:00,success,6065.7
A00004824,P004824,retry,1,2026-06-29 06:45:00,failed,0.0
A00004825,P004825,stop,1,2026-04-11 17:34:00,failed,0.0
A00004826,P004826,message,1,2026-04-01 08:06:00,failed,0.0
A00004827,P004827,payment_link,1,2026-04-01 08:50:00,success,966.22
A00004828,P004828,stop,1,2026-01-26 21:39:00,failed,0.0
A00004829,P004829,message,1,2026-02-28 07:31:00,failed,0.0
A00004830,P004830,payment_link,1,2026-06-24 13:48:00,failed,0.0
A00004831,P004831,stop,1,2026-02-26 01:52:00,failed,0.0
A00004832,P004832,message,1,2026-05-23 19:15:00,failed,0.0
A00004833,P004833,payment_link,1,2026-03-21 02:32:00,success,3395.31
A00004834,P004834,message,1,2026-05-19 16:37:00,failed,0.0
A00004835,P004835,payment_link,1,2026-05-20 05:14:00,success,3478.94
A00004836,P004836,escalate,1,2026-06-11 09:18:00,failed,0.0
A00004837,P004837,message,1,2026-02-24 01:34:00,failed,0.0
A00004838,P004838,stop,1,2026-04-06 05:32:00,failed,0.0
A00004839,P004839,escalate,1,2026-05-08 09:41:00,success,1803.53
A00004840,P004840,retry,1,2026-05-04 19:11:00,failed,0.0
A00004841,P004841,retry,1,2026-03-21 23:58:00,success,2343.86
A00004842,P004842,retry,1,2026-03-21 05:33:00,success,3387.96
A00004843,P004843,message,1,2026-03-14 09:28:00,failed,0.0
A00004844,P004844,retry,1,2026-01-05 18:15:00,success,27881.54
A00004845,P004845,message,1,2026-01-16 10:05:00,failed,0.0
A00004846,P004846,stop,1,2026-01-08 20:46:00,failed,0.0
A00004847,P004847,escalate,1,2026-05-25 14:13:00,failed,0.0
A00004848,P004848,payment_link,1,2026-04-30 19:01:00,success,7978.76
A00004849,P004849,escalate,1,2026-06-02 07:35:00,success,4735.22
A00004850,P004850,payment_link,1,2026-04-16 03:03:00,failed,0.0
A00004851,P004851,escalate,1,2026-01-31 02:36:00,failed,0.0
A00004852,P004852,escalate,1,2026-03-19 03:26:00,failed,0.0
A00004853,P004853,retry,1,2026-06-12 19:12:00,failed,0.0
A00004854,P004854,payment_link,1,2026-02-11 22:29:00,failed,0.0
A00004855,P004855,payment_link,1,2026-06-26 16:41:00,success,3305.83
A00004856,P004856,payment_link,1,2026-06-08 05:12:00,failed,0.0
A00004857,P004857,payment_link,1,2026-03-06 21:31:00,failed,0.0
A00004858,P004858,stop,1,2026-02-08 06:09:00,success,18692.32
A00004859,P004859,payment_link,1,2026-06-10 18:21:00,failed,0.0
A00004860,P004860,message,1,2026-01-16 19:35:00,success,8286.34
A00004861,P004861,retry,1,2026-02-13 05:06:00,success,1979.4
A00004862,P004862,message,1,2026-01-31 19:37:00,failed,0.0
A00004863,P004863,escalate,1,2026-06-23 11:19:00,failed,0.0
A00004864,P004864,payment_link,1,2026-06-13 18:22:00,success,8964.23
A00004865,P004865,retry,1,2026-06-02 13:58:00,failed,0.0
A00004866,P004866,stop,1,2026-03-31 16:42:00,failed,0.0
A00004867,P004867,retry,1,2026-06-08 14:41:00,success,7353.47
A00004868,P004868,stop,1,2026-03-12 16:04:00,failed,0.0
A00004869,P004869,payment_link,1,2026-05-11 19:38:00,success,26939.94
A00004870,P004870,retry,1,2026-01-13 08:18:00,failed,0.0
A00004871,P004871,payment_link,1,2026-06-24 17:18:00,success,1125.51
A00004872,P004872,escalate,1,2026-02-14 21:32:00,failed,0.0
A00004873,P004873,stop,1,2026-03-06 10:07:00,failed,0.0
A00004874,P004874,message,1,2026-04-19 22:58:00,failed,0.0
A00004875,P004875,stop,1,2026-05-03 21:12:00,failed,0.0
A00004876,P004876,retry,1,2026-06-09 23:52:00,failed,0.0
A00004877,P004877,stop,1,2026-03-09 08:51:00,failed,0.0
A00004878,P004878,escalate,1,2026-06-11 22:56:00,success,2132.2
A00004879,P004879,escalate,1,2026-01-12 23:01:00,failed,0.0
A00004880,P004880,payment_link,1,2026-03-09 09:15:00,failed,0.0
A00004881,P004881,message,1,2026-06-26 06:13:00,failed,0.0
A00004882,P004882,stop,1,2026-03-24 22:15:00,failed,0.0
A00004883,P004883,retry,1,2026-04-07 14:14:00,failed,0.0
A00004884,P004884,message,1,2026-03-13 16:30:00,success,4330.48
A00004885,P004885,payment_link,1,2026-05-01 22:47:00,failed,0.0
A00004886,P004886,message,1,2026-05-01 16:44:00,success,5218.45
A00004887,P004887,escalate,1,2026-03-19 13:20:00,failed,0.0
A00004888,P004888,retry,1,2026-02-08 06:13:00,failed,0.0
A00004889,P004889,message,1,2026-05-24 01:00:00,failed,0.0
A00004890,P004890,payment_link,1,2026-02-21 15:19:00,failed,0.0
A00004891,P004891,stop,1,2026-02-27 09:32:00,failed,0.0
A00004892,P004892,stop,1,2026-03-13 13:17:00,failed,0.0
A00004893,P004893,stop,1,2026-06-08 02:24:00,success,1852.01
A00004894,P004894,retry,1,2026-02-11 01:59:00,failed,0.0
A00004895,P004895,escalate,1,2026-01-17 18:38:00,success,1628.32
A00004896,P004896,stop,1,2026-04-05 03:52:00,failed,0.0
A00004897,P004897,message,1,2026-04-21 18:50:00,failed,0.0
A00004898,P004898,escalate,1,2026-01-10 04:13:00,failed,0.0
A00004899,P004899,retry,1,2026-03-30 06:41:00,success,1706.36
A00004900,P004900,stop,1,2026-02-15 13:37:00,failed,0.0
A00004901,P004901,retry,1,2026-02-11 15:27:00,success,958.4
A00004902,P004902,payment_link,1,2026-04-15 12:29:00,failed,0.0
A00004903,P004903,retry,1,2026-03-24 23:14:00,failed,0.0
A00004904,P004904,retry,1,2026-05-08 18:07:00,success,943.24
A00004905,P004905,stop,1,2026-03-18 23:02:00,failed,0.0
A00004906,P004906,message,1,2026-04-23 13:30:00,failed,0.0
A00004907,P004907,retry,1,2026-03-21 05:05:00,success,4820.49
A00004908,P004908,retry,1,2026-06-16 01:08:00,success,2611.09
A00004909,P004909,message,1,2026-05-10 17:15:00,failed,0.0
A00004910,P004910,stop,1,2026-06-17 02:03:00,failed,0.0
A00004911,P004911,payment_link,1,2026-04-22 06:52:00,failed,0.0
A00004912,P004912,stop,1,2026-02-04 19:49:00,failed,0.0
A00004913,P004913,payment_link,1,2026-03-21 03:11:00,success,4926.13
A00004914,P004914,stop,1,2026-04-08 20:18:00,failed,0.0
A00004915,P004915,escalate,1,2026-04-14 06:00:00,success,10938.01
A00004916,P004916,message,1,2026-03-19 17:38:00,success,2180.05
A00004917,P004917,message,1,2026-02-04 12:35:00,failed,0.0
A00004918,P004918,payment_link,1,2026-03-10 06:17:00,failed,0.0
A00004919,P004919,stop,1,2026-04-18 05:11:00,failed,0.0
A00004920,P004920,message,1,2026-04-17 08:39:00,success,2201.16
A00004921,P004921,escalate,1,2026-03-11 03:16:00,success,1747.31
A00004922,P004922,message,1,2026-05-31 12:26:00,failed,0.0
A00004923,P004923,stop,1,2026-05-03 17:03:00,failed,0.0
A00004924,P004924,stop,1,2026-03-11 02:09:00,failed,0.0
A00004925,P004925,payment_link,1,2026-05-07 23:21:00,success,2619.59
A00004926,P004926,payment_link,1,2026-04-11 06:34:00,failed,0.0
A00004927,P004927,retry,1,2026-02-22 19:18:00,failed,0.0
A00004928,P004928,payment_link,1,2026-01-11 22:19:00,failed,0.0
A00004929,P004929,escalate,1,2026-03-29 07:32:00,failed,0.0
A00004930,P004930,retry,1,2026-01-13 18:08:00,success,5828.93
A00004931,P004931,payment_link,1,2026-05-21 03:59:00,failed,0.0
A00004932,P004932,message,1,2026-05-23 13:48:00,success,2708.13
A00004933,P004933,stop,1,2026-05-10 14:22:00,failed,0.0
A00004934,P004934,payment_link,1,2026-03-01 18:37:00,failed,0.0
A00004935,P004935,payment_link,1,2026-03-23 12:20:00,success,8761.47
A00004936,P004936,retry,1,2026-01-27 23:51:00,success,3826.26
A00004937,P004937,retry,1,2026-04-27 10:38:00,failed,0.0
A00004938,P004938,retry,1,2026-01-31 18:00:00,success,4781.2
A00004939,P004939,message,1,2026-03-23 09:53:00,failed,0.0
A00004940,P004940,payment_link,1,2026-05-21 03:02:00,failed,0.0
A00004941,P004941,escalate,1,2026-06-02 11:18:00,success,1456.82
A00004942,P004942,retry,1,2026-02-10 12:03:00,success,2207.41
A00004943,P004943,escalate,1,2026-05-30 08:54:00,failed,0.0
A00004944,P004944,escalate,1,2026-01-02 11:27:00,failed,0.0
A00004945,P004945,payment_link,1,2026-01-10 23:46:00,failed,0.0
A00004946,P004946,escalate,1,2026-04-30 01:37:00,success,3849.06
A00004947,P004947,payment_link,1,2026-05-18 09:37:00,failed,0.0
A00004948,P004948,escalate,1,2026-05-20 21:25:00,failed,0.0
A00004949,P004949,retry,1,2026-01-31 14:34:00,success,2473.74
A00004950,P004950,retry,1,2026-01-14 08:44:00,success,1588.22
A00004951,P004951,message,1,2026-05-07 03:50:00,failed,0.0
A00004952,P004952,escalate,1,2026-02-09 04:11:00,failed,0.0
A00004953,P004953,escalate,1,2026-04-13 11:29:00,success,23013.29
A00004954,P004954,escalate,1,2026-06-19 07:20:00,success,5021.87
A00004955,P004955,retry,1,2026-04-26 04:36:00,failed,0.0
A00004956,P004956,message,1,2026-02-20 17:16:00,failed,0.0
A00004957,P004957,stop,1,2026-06-23 11:10:00,failed,0.0
A00004958,P004958,retry,1,2026-05-05 05:44:00,success,4700.02
A00004959,P004959,escalate,1,2026-04-19 03:25:00,failed,0.0
A00004960,P004960,stop,1,2026-02-01 15:08:00,failed,0.0
A00004961,P004961,escalate,1,2026-06-21 00:41:00,success,3200.91
A00004962,P004962,payment_link,1,2026-04-04 19:49:00,success,1331.8
A00004963,P004963,retry,1,2026-02-26 13:21:00,success,2985.75
A00004964,P004964,escalate,1,2026-05-11 12:43:00,failed,0.0
A00004965,P004965,escalate,1,2026-05-10 11:26:00,success,4568.93
A00004966,P004966,stop,1,2026-04-30 01:54:00,failed,0.0
A00004967,P004967,retry,1,2026-06-29 12:49:00,failed,0.0
A00004968,P004968,payment_link,1,2026-03-12 03:00:00,success,2940.87
A00004969,P004969,message,1,2026-04-22 22:36:00,failed,0.0
A00004970,P004970,message,1,2026-04-09 02:04:00,failed,0.0
A00004971,P004971,payment_link,1,2026-04-28 11:08:00,success,3760.17
A00004972,P004972,message,1,2026-01-26 08:34:00,failed,0.0
A00004973,P004973,retry,1,2026-06-09 18:30:00,success,1221.04
A00004974,P004974,escalate,1,2026-06-29 09:15:00,failed,0.0
A00004975,P004975,message,1,2026-03-19 23:35:00,failed,0.0
A00004976,P004976,payment_link,1,2026-05-07 19:52:00,failed,0.0
A00004977,P004977,retry,1,2026-01-10 06:29:00,failed,0.0
A00004978,P004978,payment_link,1,2026-02-20 03:31:00,success,3750.85
A00004979,P004979,stop,1,2026-06-11 20:28:00,failed,0.0
A00004980,P004980,message,1,2026-06-21 16:32:00,failed,0.0
A00004981,P004981,payment_link,1,2026-04-17 23:58:00,failed,0.0
A00004982,P004982,message,1,2026-04-06 13:10:00,success,1874.36
A00004983,P004983,retry,1,2026-02-28 05:58:00,failed,0.0
A00004984,P004984,stop,1,2026-02-09 13:15:00,failed,0.0
A00004985,P004985,payment_link,1,2026-05-31 20:54:00,failed,0.0
A00004986,P004986,escalate,1,2026-06-28 09:16:00,success,2277.15
A00004987,P004987,stop,1,2026-03-02 03:34:00,failed,0.0
A00004988,P004988,payment_link,1,2026-02-25 15:18:00,failed,0.0
A00004989,P004989,retry,1,2026-02-05 07:16:00,failed,0.0
A00004990,P004990,payment_link,1,2026-03-06 00:46:00,success,2362.74
A00004991,P004991,message,1,2026-05-15 22:50:00,failed,0.0
A00004992,P004992,payment_link,1,2026-02-22 18:00:00,failed,0.0
A00004993,P004993,retry,1,2026-05-10 22:22:00,failed,0.0
A00004994,P004994,retry,1,2026-03-10 10:28:00,failed,0.0
A00004995,P004995,retry,1,2026-04-29 10:11:00,failed,0.0
A00004996,P004996,stop,1,2026-03-11 09:01:00,failed,0.0
A00004997,P004997,message,1,2026-06-26 07:44:00,failed,0.0
A00004998,P004998,retry,1,2026-05-01 22:26:00,success,9204.63
A00004999,P004999,message,1,2026-06-23 00:38:00,failed,0.0
A00005000,P005000,message,1,2026-06-23 02:30:00,failed,0.0
A00005001,P005001,escalate,1,2026-06-16 12:05:00,success,12577.63
A00005002,P005002,payment_link,1,2026-06-09 05:21:00,success,3204.97
A00005003,P005003,retry,1,2026-05-01 19:50:00,success,1942.2
A00005004,P005004,message,1,2026-03-19 08:18:00,failed,0.0
