customer_id,customer_ltv,total_successful_payments,total_failed_payments,average_payment_amount,preferred_payment_method
C00931,4666.0743621037545,1,7,2969.294846171059,UPI
C00932,26333.77518873583,17,1,3360.1969393474833,Card
C00933,114465.15140369645,13,2,24527.173473379185,UPI
C00934,37714.625310675,8,1,3761.0558597699624,NetBanking
C00935,25776.68672833786,3,3,2164.6697026925262,Card
C00936,31925.498632092582,19,1,3209.624896256171,UPI
C00937,175198.44113552305,8,1,13574.35023843941,UPI
C00938,31852.788020232296,11,1,1643.3912795862898,UPI
C00939,215329.12476926262,9,2,16982.368722333584,Card
C00940,5734.470657423806,2,6,2365.919323624923,UPI
C00941,18969.692719576688,3,3,3799.326371601981,UPI
C00942,57524.30632018199,18,2,5983.676860646352,UPI
C00943,26500.36705557409,15,1,4386.661271346549,Card
C00944,27079.852271640666,9,2,3451.8428278271545,UPI
C00945,242238.0079676914,8,2,14724.835337900036,UPI
C00946,88123.5862724391,9,1,4095.739579328406,UPI
C00947,31411.094441150075,7,1,1889.071343102512,UPI
C00948,3729.4495152101426,6,5,822.034660330047,UPI
C00949,33917.042743720885,13,0,2825.547798767708,Card
C00950,59559.603195890886,22,1,2155.211291845394,UPI
C00951,3360.761251396145,6,5,1399.2021624583822,UPI
C00952,64265.67200542846,20,1,5828.930202154742,UPI
C00953,26550.09993381153,18,1,1915.1851962998048,UPI
C00954,38632.759096501075,6,1,2426.1523292944266,Card
C00955,61058.85963770954,11,2,3396.1737488384138,UPI
C00956,35656.408662078975,9,0,5224.356792425913,UPI
C00957,63098.49014811248,22,0,4121.374668767924,UPI
C00958,9933.949734480477,4,3,898.0490134104566,UPI
C00959,54541.85967684019,8,2,3649.5707798112994,UPI
C00960,67978.43896886878,10,2,1204.673031777357,UPI
C00961,31535.301969599986,11,3,1771.9560782331152,NetBanking
C00962,39549.139585394005,11,2,3272.1566311225265,Card
C00963,50761.70586346202,21,2,4883.455463600644,UPI
C00964,20096.392396139247,9,4,3934.075470943992,Card
C00965,22403.735459607495,6,1,2438.2420146210316,UPI
C00966,67955.31353433689,12,1,5502.178821220858,Card
C00967,61320.79214542816,9,2,1279.4611609167619,Card
C00968,8425.539111406099,5,2,1849.2179978764593,Card
C00969,26843.977831058593,12,2,4852.689557155416,Card
C00970,146357.3620928425,16,0,27150.715411276316,Card
C00971,42115.250464445104,8,1,5572.740064087837,UPI
C00972,11916.5079350604,7,4,2835.883682748848,UPI
C00973,32072.961436918864,20,0,5617.868523106125,UPI
C00974,72830.0621140148,13,2,3218.4400619345965,Card
C00975,76044.18529564203,10,2,2078.8794087450224,UPI
C00976,17156.137964523114,7,3,3495.868833784543,UPI
C00977,38842.560694089116,6,4,2762.029051713894,Card
C00978,70988.54242175304,14,0,2447.9017041698066,Card
C00979,89635.95982280558,11,2,4238.478247474151,Card
C00980,39509.12145374896,10,1,3447.223671360149,UPI
C00981,230526.63014673124,21,3,18230.981895058954,UPI
C00982,60950.73538863346,15,2,1671.0758949726264,UPI
C00983,51355.86792957162,22,2,3424.9854425171975,Card
C00984,19884.781283940865,6,2,1425.749522953873,Card
C00985,36844.95736740691,6,1,3489.4840073092723,Card
C00986,38844.217200261744,7,3,2291.052536306538,UPI
C00987,27268.599725778087,16,0,2551.969055053434,NetBanking
C00988,5613.074211096683,2,9,1777.376689025191,UPI
C00989,51821.22035448298,15,2,4819.055963149483,UPI
C00990,81640.97217099488,13,0,1411.4134230759441,UPI
C00991,40199.17587221631,12,0,4291.515227632801,UPI
C00992,6306.869909265895,4,4,1658.5934544646736,Card
C00993,6768.332294918142,1,4,1790.250545560646,Card
C00994,45048.83619989545,13,2,5812.335490831849,Card
C00995,10323.9494983683,6,9,1646.846248081587,Card
C00996,33512.29315767028,8,3,2300.404055910394,NetBanking
C00997,15658.203670140483,9,4,2957.401793482747,Card
C00998,33219.26112802507,12,2,1228.2132020369165,UPI
C00999,77550.67572933716,9,3,22578.600110543295,UPI
C01000,68613.56351266979,14,0,1657.678789904071,UPI
C01001,11236.744128940165,1,3,1543.89650430683,UPI
C01002,59545.45567734056,14,2,3289.1078770074896,Card
C01003,37792.70459900332,12,0,1999.8018128337255,UPI
C01004,78673.34055170533,8,1,4936.733441691643,Card
C01005,8932.555848928987,4,3,733.7524216306564,Card
C01006,8630.850569400909,7,4,2165.619923881061,UPI
C01007,10888.897842545888,4,2,1157.966448050058,NetBanking
C01008,4965.978952339398,4,9,1945.6673191390003,Card
C01009,58008.82496054776,13,2,4270.717439557835,Card
C01010,164685.00949022087,11,1,24193.917151299203,UPI
C01011,26751.423401742963,8,3,894.4328940356681,NetBanking
C01012,38695.31450943413,5,1,3235.4882075223313,UPI
C01013,18792.274789551295,9,2,3860.185725230454,UPI
C01014,5268.269820040963,3,7,1923.7679841453003,UPI
C01015,9256.71640607739,2,9,1964.4612140890456,UPI
C01016,12252.998526881085,7,3,2616.8088642822154,UPI
C01017,12138.241264262659,6,9,2001.900268990429,Card
C01018,5541.571650456888,2,3,1541.8191903096474,UPI
C01019,66401.06892326467,21,2,4213.016757679521,Card
C01020,56158.84417622155,23,0,2343.999098811678,UPI
C01021,31719.238657608683,4,3,1885.5314084315648,UPI
C01022,34630.553374028575,10,3,1528.9575676349557,Card
C01023,11954.301015785617,4,3,3023.965559867566,UPI
C01024,33538.4710630273,11,1,1484.6362953565445,Card
C01025,86126.25173532723,8,0,4746.812937015802,UPI
C01026,13758.215208778896,3,2,3401.6602505048872,Card
C01027,76835.78550490167,10,1,1829.0483899267215,Card
C01028,13968.191047466544,5,1,1853.6899638328803,UPI
C01029,28069.96177676743,8,4,1152.9148372146306,UPI
C01030,118356.497950529,11,0,17216.391298166644,UPI
C01031,202446.8833900965,17,0,28907.925023448774,UPI
C01032,14287.815158896141,7,2,1196.9854775210654,Card
C01033,62658.1796534048,14,1,3058.2165546580277,Card
C01034,29979.932091494513,9,2,3400.3790823329127,UPI
C01035,15840.145646062083,1,6,521.9000299214464,UPI
C01036,145551.33512689878,17,0,13623.370550237829,Card
C01037,39840.448436741426,6,1,1273.6996192331987,UPI
C01038,54485.95821517482,10,1,2754.8607899040358,UPI
C01039,89380.21563660438,20,0,2579.8713354827432,Card
C01040,66473.1173149627,8,0,3677.16274398086,UPI
C01041,34761.601551959146,4,3,3714.3360139859697,Card
C01042,9024.8023459029,6,3,3989.849116401318,Card
C01043,34933.386615295465,22,0,3803.72251656917,UPI
C01044,46644.435989821824,15,2,5916.863735990991,NetBanking
C01045,49819.63804358586,15,2,4967.331714587537,UPI
C01046,56669.77607828651,10,1,4825.032540048404,UPI
C01047,49995.84481445199,14,1,1178.3747195888714,UPI
C01048,9213.509121826004,9,3,1703.8641447858115,UPI
C01049,17777.862982893923,4,3,3129.2236903840353,UPI
C01050,9108.19886424726,5,6,690.66134061141,Card
C01051,3622.1396559135724,2,7,772.6587784175911,NetBanking
C01052,78860.64431722584,9,2,3021.369052120551,UPI
C01053,28089.60883385117,11,3,706.4745601886707,Card
C01054,73429.2747028805,23,0,5708.480492220186,UPI
C01055,231292.6640576533,10,2,28583.92238163995,Card
C01056,169984.74782147963,18,3,15061.571683539238,Card
C01057,164522.17870725621,20,2,16297.775246242849,Card
C01058,9070.410072559986,1,5,1798.7279336074225,Card
C01059,32960.84179400082,4,4,1860.6581914533579,UPI
C01060,58241.96135009149,21,1,2948.140763048147,NetBanking
C01061,82269.98209685681,9,1,2301.8913288667477,UPI
C01062,26925.071547287647,22,0,3669.0707286396155,UPI
C01063,32005.09312073824,3,2,2270.4668216693526,UPI
C01064,68908.79033799487,19,1,2433.2131170336806,NetBanking
C01065,14773.147710875359,6,8,1439.3854704487976,UPI
C01066,23537.005025323324,10,1,1008.6362595654145,UPI
C01067,13528.948500950872,4,7,729.0630789513825,UPI
C01068,9183.517460939072,9,3,1556.1456099358352,Card
C01069,24416.745893079118,11,4,2242.7733968329476,Card
C01070,87228.54497290976,21,2,3350.382357744159,UPI
C01071,15235.827030426699,3,2,876.1505483048848,Card
C01072,28778.77510119849,8,4,787.2531337904506,Card
C01073,65959.7214893561,16,0,1932.5938402052209,Card
C01074,23352.069841948745,11,2,2474.126685607128,Card
C01075,26365.97577396662,6,2,3854.9260671998686,Card
C01076,32485.4616095838,18,1,1927.4440735495882,NetBanking
C01077,16920.246456311106,3,1,3079.8313384818052,UPI
C01078,38734.190280135925,24,1,2969.7671482559945,UPI
C01079,49383.83579899391,23,1,4140.511173369034,UPI
C01080,33151.03755437092,9,1,2807.372867717305,UPI
C01081,36281.575703075345,9,4,1117.5336093953451,UPI
C01082,84104.15931815883,19,0,5362.777525272339,Card
C01083,44549.983685508196,10,2,3843.6534277545793,UPI
C01084,79299.4706724312,14,2,3101.9633711583615,NetBanking
C01085,76042.76320460743,22,1,5103.455576323596,UPI
C01086,32236.663784397668,23,1,1556.5634944993135,UPI
C01087,25777.541880866418,4,1,2230.510154578882,UPI
C01088,43902.255643456505,24,2,1032.9158039306872,Card
C01089,18783.598861383933,7,2,2410.6661798293317,UPI
C01090,9776.561668256232,11,1,1806.0313914512863,Card
C01091,74758.75613734059,19,2,4256.012963426752,UPI
C01092,65353.527062139445,17,0,5359.960259336942,UPI
C01093,60511.15210597033,19,2,5662.885845302421,UPI
C01094,21206.55953351532,4,1,1879.8220252884103,Card
C01095,11308.596972474486,4,4,3716.4165039297995,Card
C01096,12622.739905073953,8,2,1016.250911948418,UPI
C01097,16352.555467495553,1,5,530.1605003652191,NetBanking
C01098,38420.32808223938,4,1,1436.3652731724046,UPI
C01099,61073.57889252135,19,2,4838.685948056962,UPI
C01100,33676.04780567953,6,1,894.7101595430706,NetBanking
C01101,15222.863262944973,3,2,1823.2252941804086,Card
C01102,18937.132627627674,4,1,1640.6861769998118,Card
C01103,38474.73269932473,10,1,5124.240391384958,Card
C01104,21946.963870199485,9,4,1031.898082899194,UPI
C01105,31916.828869266563,18,2,3694.163132125075,UPI
C01106,34988.01559692347,6,4,2777.3501994545763,UPI
C01107,86419.20305207293,14,1,4756.922474224264,Card
C01108,8997.700362791189,5,3,3799.8516872007367,UPI
C01109,215169.236800677,19,3,25708.289298683358,UPI
C01110,39901.51057880924,3,2,3965.976110680519,UPI
C01111,200273.37617958325,11,2,27784.46323013314,UPI
C01112,31543.950503113323,3,4,2389.6980695376396,UPI
C01113,38551.859899556715,12,2,2672.749436899191,UPI
C01114,32402.706198268548,6,1,2236.0780315622505,UPI
C01115,80896.48057770092,12,1,4330.399727299694,Card
C01116,21552.01261351843,5,1,1709.3662678913645,UPI
C01117,39514.382952177984,16,0,5556.48214589144,UPI
C01118,27217.592236545974,6,3,3954.9864299167148,UPI
C01119,25689.641079118053,14,1,5303.259895589521,UPI
C01120,37336.977750760896,10,0,1859.8225690417748,UPI
C01121,8781.470224638837,8,3,3447.077557733114,UPI
C01122,4646.0536986059105,4,7,1126.0888138777764,Card
C01123,18138.572408576336,4,6,1024.099094786282,UPI
C01124,86694.75118683897,8,1,4587.13677014219,UPI
C01125,86151.64114617628,10,1,4760.5717433910995,UPI
C01126,15727.889164242235,2,8,1507.056075386352,Card
C01127,18252.515205851894,5,2,3514.933188882731,UPI
C01128,35665.61119478081,9,2,4257.000300729505,NetBanking
C01129,36014.511408399834,8,4,3278.2819985622923,UPI
C01130,22229.75059749745,8,4,2852.812061207835,Card
C01131,51098.70059212121,14,2,3039.6818536507108,UPI
C01132,7537.758270781453,3,6,1636.5429054250628,UPI
C01133,32465.93304825425,9,1,5919.897092994596,UPI
C01134,23768.45204860164,3,3,2403.4179005720534,UPI
C01135,11863.629331431017,10,1,3291.5813385793285,Card
C01136,4118.334962160849,4,7,692.6704710041497,UPI
C01137,13508.482537532867,9,3,702.9074380793628,UPI
C01138,33369.04846484432,4,3,934.4901002843836,UPI
C01139,46556.461596639565,22,0,2060.835277457547,UPI
C01140,8434.33607292719,4,6,500.21082779127823,UPI
C01141,67729.71705949056,12,0,3142.8467585408507,UPI
C01142,12104.888196205142,8,1,2258.0647354803486,UPI
C01143,241418.39819075813,10,2,22213.913062871907,UPI
C01144,5716.246909151794,6,8,2464.6079779346674,UPI
C01145,19441.544147414887,5,5,900.617609936727,Card
C01146,6529.331333485561,4,9,2384.035951568261,UPI
C01147,27552.835292256896,9,2,3587.3295992495478,UPI
C01148,226684.09008824543,12,0,8824.308225364823,Card
C01149,69704.55618879292,16,2,3891.0146908053625,Card
C01150,87413.93221240467,18,2,1871.584457438594,UPI
C01151,17332.74562780626,4,3,3777.6196941738726,UPI
C01152,39770.322355261036,3,3,2571.781441160584,UPI
C01153,81337.4137909564,16,1,5515.781269236217,Card
C01154,10123.896010496182,5,3,1618.2953187846206,Card
C01155,10174.610215735303,7,4,1418.0836547605286,UPI
C01156,39903.469186917886,11,3,3787.478929162313,UPI
C01157,20263.048227059535,5,2,3466.6562753805233,NetBanking
C01158,16303.62757702652,6,5,2378.0030795628127,UPI
C01159,30936.75986184254,3,4,3654.7287402697725,Card
C01160,136766.99649933891,18,3,21164.28216840932,Card
C01161,191935.13902442393,11,2,27482.78267679879,UPI
C01162,16418.026852290026,1,8,2287.258078447595,Card
C01163,27162.857209101563,18,2,3000.912302282257,UPI
C01164,11739.803915997942,3,5,2433.5546180884576,UPI
C01165,24969.36917049986,10,1,2512.762822705856,UPI
C01166,44931.80483577828,17,1,2584.4876283880444,NetBanking
C01167,36534.50646430762,6,3,1708.7482013629824,Card
C01168,82954.12520991916,9,1,5636.680301871922,Card
C01169,79983.7696929035,18,0,2855.5784482057848,Card
C01170,35602.912040470896,3,1,2001.6757891413731,Card
C01171,60447.981932796174,22,0,3103.6353257989203,NetBanking
C01172,4378.964798748837,2,4,2176.00563065409,Card
C01173,16963.19174492567,7,1,3923.9018166580604,UPI
C01174,47639.148195802976,24,1,5601.713332125577,NetBanking
C01175,27659.04542041387,7,4,1250.4503560163275,UPI
C01176,36584.264817769435,7,3,3424.2620759418514,Card
C01177,72415.70237255897,10,2,1787.7476557057612,UPI
C01178,14703.036240274936,1,5,1365.452300183184,Card
C01179,33853.10840345496,5,2,2898.46256657856,Card
C01180,59400.53737856379,16,2,2610.529793786961,Card
C01181,4701.838554269794,6,6,2165.2632181153804,UPI
C01182,12807.27104442343,1,7,1859.8167486223897,Card
C01183,241681.9051825066,15,2,21815.198207095593,UPI
C01184,67638.02779111436,22,1,5231.631663584723,NetBanking
C01185,53776.72016470371,13,1,5302.626071763588,Card
C01186,28408.750492049097,9,1,2183.2694880683766,UPI
C01187,23941.367843044914,8,1,3298.150232993516,UPI
C01188,11023.357882859851,4,2,3586.740406991301,NetBanking
C01189,27071.318817784228,15,2,2898.2586522416486,Card
C01190,50520.672024367355,20,0,4437.019224603202,UPI
C01191,45572.63667275174,18,1,3371.329924145771,UPI
C01192,12557.905164886783,5,4,3560.625723099363,UPI
C01193,70620.89297427182,16,1,5473.477226500627,UPI
C01194,61631.684296745894,20,1,4557.617473415401,UPI
C01195,15619.928348308082,3,6,532.786902072208,UPI
C01196,11384.941658138598,11,2,2155.4342591864597,UPI
C01197,62615.561352844095,9,1,5600.544720676754,UPI
C01198,29087.55434344474,3,3,3262.4404662543448,NetBanking
C01199,104988.05902047144,18,0,12570.462797745571,UPI
C01200,17824.25156796685,6,5,2497.7181094625985,UPI
C01201,180842.253345525,12,2,27973.86099061716,UPI
C01202,16987.548100683925,9,4,1062.0771525494401,Card
C01203,41475.92152120665,8,0,2228.901504331321,UPI
C01204,189621.84624415153,8,1,13046.92378475872,UPI
C01205,18189.204730613266,6,4,1659.455329817781,UPI
C01206,41321.506431187365,23,2,3550.389775702809,Card
C01207,20258.33650113312,3,2,3688.3016305034284,Card
C01208,12585.01977876838,4,4,2873.376160460842,UPI
C01209,140741.68810585828,17,2,10411.354705641319,UPI
C01210,83286.95668289429,10,0,1063.314409872978,UPI
C01211,34992.70445691055,11,3,904.7208372952834,UPI
C01212,32177.49018078258,21,2,1269.8014526392622,Card
C01213,36524.40021040976,4,1,2465.878440759885,NetBanking
C01214,31188.5414059138,19,0,3381.6537691431163,UPI
C01215,19497.39212157303,11,1,1966.407678807698,UPI
C01216,17682.200753976846,8,1,3019.2033320169967,UPI
C01217,11812.351815649832,1,6,2627.4272512655857,NetBanking
C01218,40650.00226670066,11,0,1836.7723865944577,UPI
C01219,56274.458132621025,16,0,5269.625022907626,UPI
C01220,16201.442905281774,3,4,3985.6480401114604,UPI
C01221,118554.21983685896,20,0,29487.631413341664,UPI
C01222,11439.793224331712,7,2,753.1828295382534,UPI
C01223,14348.627052324691,6,2,2412.0316579083087,UPI
C01224,3492.315124698801,6,9,1345.9513932647174,Card
C01225,21476.81994552552,9,4,1265.7399597602553,UPI
C01226,23792.547608284185,4,1,983.4751154786154,UPI
C01227,35167.192791889574,11,3,2137.695113455372,NetBanking
C01228,3128.5006678801524,4,7,2605.7594516191857,UPI
C01229,51678.79604762515,12,0,5034.102035812111,Card
C01230,45784.52178827354,11,0,2988.6164858332013,UPI
C01231,32321.799640214627,10,2,1734.011697800669,UPI
C01232,40957.055775183275,17,0,2110.358363672731,Card
C01233,45717.49118483816,9,0,2490.8039366703415,Card
C01234,14548.928702796367,5,2,3548.006541844743,Card
C01235,19443.713330537816,1,7,1015.0385542267821,Card
C01236,27290.61893607114,18,1,4044.113904749035,UPI
C01237,65663.50574688739,16,0,2366.0207287549156,UPI
C01238,36759.89242215504,11,1,2636.298193404727,Card
C01239,8977.450728227988,9,1,1294.538293162427,Card
C01240,88660.48684056106,14,2,4005.8888039525455,Card
C01241,16137.259387778755,5,1,1982.0238525740929,UPI
C01242,9697.946817722088,3,4,1868.734082340005,Card
C01243,29852.77259748444,3,2,1582.2167150252678,UPI
C01244,25555.802828383556,3,3,3731.723576348169,UPI
C01245,30609.47669388272,13,2,5474.084986232918,UPI
C01246,38711.104079308854,9,2,2246.380641559065,NetBanking
C01247,7501.383636476489,5,9,1377.7236105582074,Card
C01248,17359.442779429693,10,3,1300.3361032108924,UPI
C01249,21714.45236644752,8,2,2820.2331111849576,UPI
C01250,25572.377487836748,8,3,1450.8778362205655,NetBanking
C01251,134810.8871198292,18,2,17788.579908040185,NetBanking
C01252,6886.61585480964,3,4,2818.9525023607,Card
C01253,37754.1651365537,5,1,2073.353199100079,UPI
C01254,16509.203513458422,11,4,3387.9708339111276,UPI
C01255,78283.67189262746,24,2,2102.4015721017445,UPI
C01256,27310.97291746414,4,3,1277.819131650055,UPI
C01257,16378.878652283944,5,3,1680.991306515245,Card
C01258,10210.742061179852,5,4,1449.1936628979743,Card
C01259,86053.82623756173,18,0,5399.099608583359,Card
C01260,38909.535033039,15,1,4700.706551804651,Card
C01261,89104.03257297138,21,0,4720.335485343599,Card
C01262,38281.47490871452,10,4,1426.7078704565843,Card
C01263,4908.838014778089,6,3,2306.938647180784,Card
C01264,32314.98973683443,7,2,1176.5005647375497,UPI
C01265,27362.731463200347,4,1,3925.417884916968,UPI
C01266,16280.089339528,10,3,905.0574078156835,UPI
C01267,3673.0385388540753,4,3,2047.1561348506068,Card
C01268,14698.07133446396,9,4,3099.3120955773534,UPI
C01269,28093.066927324846,8,2,3270.0849525384074,UPI
C01270,64885.14767509308,15,2,3493.5230949903853,UPI
C01271,34649.582852275875,7,2,1680.137977932974,UPI
C01272,77591.48573930422,24,2,3160.1031354421784,Card
C01273,158994.9694915383,12,3,14564.979678640088,Card
C01274,11573.269276825575,4,3,2964.7274369481843,UPI
C01275,43969.32556220033,14,2,3075.4038787187988,Card
C01276,77715.98260141618,9,0,5152.294524022285,Card
C01277,38934.85215257197,23,2,5547.272198389567,UPI
C01278,8456.222181616817,3,3,2842.3538568731,UPI
C01279,157687.50656203082,21,0,12480.218892370302,UPI
C01280,76321.29099909164,17,0,1912.080114959653,UPI
C01281,9310.93950931304,4,1,3859.2713428426837,UPI
C01282,12949.847608231623,7,3,3687.875260503162,UPI
C01283,7271.91132585023,6,8,2492.7954851755303,UPI
C01284,69779.59719065984,15,2,3255.03704302998,Card
C01285,26248.08401976786,10,1,2283.8537059358964,Card
C01286,73247.17308010906,23,1,2885.0951554363637,UPI
C01287,16307.612918213912,10,2,952.3813187153232,UPI
C01288,10298.224494951588,5,7,1684.409165755506,UPI
C01289,85568.0725151434,12,2,2556.7902013929324,Card
C01290,11850.404118043067,4,9,712.8440925796618,Card
C01291,63909.17348257715,22,0,2249.2849763499744,Card
C01292,39528.26104607061,8,1,3757.1302244749772,Card
C01293,35534.27032696584,9,2,2428.469659752805,UPI
C01294,19843.155589213457,11,3,1920.757930643703,UPI
C01295,30516.49151547287,6,1,1706.7745414890774,Card
C01296,90184.0249189905,21,3,15387.362488086328,Card
C01297,8172.864299165354,4,2,1394.5372301585994,UPI
C01298,24344.02858225845,5,2,1301.9391504216642,UPI
C01299,3127.427172715454,6,5,2071.8377046921096,UPI
C01300,17318.57183212389,9,3,1843.8112985573696,UPI
C01301,12185.19185534797,8,1,3459.108820591622,UPI
C01302,49575.23988692816,8,1,2596.583930921209,Card
C01303,14238.324136579387,11,4,3030.176632770595,UPI
C01304,71751.51023741474,20,2,4928.4559284302995,Card
C01305,9294.771917649903,10,2,1973.8992746731976,Card
C01306,67528.33332834036,24,0,4757.2309362780215,UPI
C01307,35642.38184151549,9,4,2803.9956853173176,UPI
C01308,45805.67547165223,11,2,4196.137034242364,UPI
C01309,18998.465406382165,4,9,2406.3034450075984,UPI
C01310,39369.440858277536,4,3,1729.685956213708,UPI
C01311,18546.852499747267,10,4,3166.9302933042068,UPI
C01312,11292.232252196782,5,6,1339.8325813909091,Card
C01313,19148.457680640346,5,7,1623.7658405914644,Card
C01314,193117.35303342834,13,3,10135.040974942793,Card
C01315,49031.16486561661,22,2,5561.594912088602,UPI
C01316,16319.83797120435,6,7,1762.6237593325618,Card
C01317,82459.4119984248,23,0,5510.974177012602,UPI
C01318,26258.18496763016,11,0,2701.54047383939,Card
C01319,25334.84845356661,9,1,1135.4898881554495,Card
C01320,68044.26123449809,16,1,3013.10585969188,UPI
C01321,4565.353724770821,1,5,729.8543667846212,UPI
C01322,43403.62318536719,24,2,5854.247451666871,UPI
C01323,85484.55567443716,13,1,4991.233211923852,Card
C01324,82835.05989636653,18,0,5849.494200928995,UPI
C01325,60368.77361446174,23,2,4223.407423845804,Card
C01326,35342.723254365585,13,2,5325.622938159927,Card
C01327,81102.47393660157,9,1,4634.399716805452,Card
C01328,38197.58020818976,9,3,1950.9294768228558,UPI
C01329,18615.52627364266,4,3,754.3341799187845,UPI
C01330,63753.55052091219,22,0,4185.4159792100945,Card
C01331,3253.1108177062415,3,7,2395.126766778192,UPI
C01332,83049.98544857716,14,1,3794.060750109075,Card
C01333,12229.549735962326,1,4,1771.058338992776,UPI
C01334,68771.94383957656,8,2,1973.3626391986404,UPI
C01335,11809.847328275788,5,6,652.9598963484863,UPI
C01336,35406.42467760925,7,2,2584.7913436735253,UPI
C01337,27700.53650229029,10,1,2962.9837257540416,Card
C01338,43354.85851489197,19,0,4356.8497056382585,Card
C01339,135402.2624341283,13,3,28946.423099308002,Card
C01340,136090.8687674019,17,1,20643.017983023867,Card
C01341,34845.356020220745,8,2,3916.390575779478,UPI
C01342,18638.009410978404,8,1,2493.687016683657,NetBanking
C01343,33352.8885147978,8,4,3640.079309403487,Card
C01344,72624.67054321204,8,1,5171.49967229454,UPI
C01345,18808.034509569272,5,7,2921.6410537494153,UPI
C01346,31920.012911772385,3,4,2276.3515937249367,UPI
C01347,32660.023604530565,7,4,1566.441303880456,Card
C01348,108435.8060895926,16,2,24742.129647889262,Card
C01349,27899.4882727135,4,4,3301.264833741029,UPI
C01350,16523.32930957887,9,2,3988.480665111678,UPI
C01351,54215.78594567118,10,0,2306.1304665275097,UPI
C01352,37387.04515954813,3,3,3253.117382332423,UPI
C01353,74224.61521949491,23,1,1928.5201551741068,NetBanking
C01354,89062.40062912011,18,2,5705.701396627646,Card
C01355,59903.44644175124,13,1,2535.6456156618706,UPI
C01356,32077.034475428245,16,1,4892.441260717718,Card
C01357,56778.26244866499,24,2,3038.7149138960267,UPI
C01358,49788.495161419036,19,1,1688.3628737601134,NetBanking
C01359,13073.972649584462,10,4,2061.954184599288,Card
C01360,4222.127012186478,3,9,1401.71899673726,Card
C01361,87376.99189651184,16,0,4440.017098736225,UPI
C01362,62078.61451617023,22,0,3193.217984576442,Card
C01363,19360.826362342443,7,4,1252.1482988092407,UPI
C01364,41438.28613774175,15,2,3953.648971761606,UPI
C01365,34929.81432216296,9,4,2205.747563922877,UPI
C01366,154577.84466221585,8,2,10808.707217892621,UPI
C01367,13507.133660136304,7,3,862.3146393892937,NetBanking
C01368,35638.726463106774,11,1,2408.5469466825416,UPI
C01369,34126.334769148554,11,4,1995.1457759528264,UPI
C01370,26850.58308299253,10,1,3449.3538091192254,Card
C01371,12031.776317983324,4,5,1219.2673095425537,Card
C01372,55265.29470772261,24,0,4341.1167145701,UPI
C01373,25702.348608827782,8,3,1687.6433484357153,NetBanking
C01374,84046.42209391296,18,0,5956.4095645062225,UPI
C01375,21750.54737338669,4,4,1138.2985341304825,UPI
C01376,25843.40689955336,9,3,2270.3075130661628,UPI
C01377,171611.14236993162,10,0,29200.97462179435,UPI
C01378,53967.32565884492,9,0,1657.4451288671296,NetBanking
C01379,11811.234187309226,3,5,1390.1246455363794,NetBanking
C01380,85201.00615864022,21,0,5174.403045141588,UPI
C01381,23316.68043447775,9,1,1530.3556376500026,UPI
C01382,69521.14249154142,22,0,2796.6344686492325,Card
C01383,249101.5739400318,18,2,13172.157052900231,NetBanking
C01384,7714.131196920126,1,3,2600.1368789941403,NetBanking
C01385,57930.84945738471,21,0,3224.8670489129595,UPI
C01386,85800.6991332428,23,1,3134.940586417592,UPI
C01387,30973.564473072336,4,2,2193.949571903978,Card
C01388,31865.23061545886,11,3,3466.6688246076505,NetBanking
C01389,22020.053759906004,9,4,930.7739566407759,UPI
C01390,23448.669819237068,5,4,1873.6770196888558,UPI
C01391,16950.928257947868,4,2,1341.399832341889,UPI
C01392,55599.504922158645,17,2,1861.4850502048675,UPI
C01393,16841.42236756158,4,4,3942.2652255593234,UPI
C01394,12689.355969531134,7,1,2086.4772186772066,UPI
C01395,69856.3121034056,18,2,3952.3309293055936,UPI
C01396,34057.734108214194,10,2,4116.0057707796805,Card
C01397,6133.861611463908,2,9,1194.578810108879,UPI
C01398,87729.08936854245,14,2,29790.783190714792,UPI
C01399,11681.998664079763,6,2,2361.7282210357453,UPI
C01400,22634.546228405092,10,2,768.7734538673083,NetBanking
C01401,34864.112862989496,9,1,5832.351848932024,UPI
C01402,37296.31906739225,23,2,1462.8227575791334,UPI
C01403,36112.331114124245,11,3,1396.068955782462,UPI
C01404,16242.758210217919,3,4,1057.9666482461369,UPI
C01405,89092.24996169834,11,2,17834.81729379122,NetBanking
C01406,76265.2314700611,15,0,1359.6338943116807,Card
C01407,39991.57027142323,9,4,3581.4904232216177,UPI
C01408,15869.75380311548,8,3,2459.282362565496,UPI
C01409,53799.06796110033,16,0,4333.040723627074,Card
C01410,53094.12764785085,16,1,4732.045329335089,UPI
C01411,17045.754545732238,7,4,1877.895942337454,Card
C01412,12696.215189688637,3,4,1093.2759657595125,UPI
C01413,50775.86418651247,19,2,3886.871577700532,Card
C01414,30594.613219431692,13,2,3968.256350332362,Card
C01415,9259.353889879509,5,6,2511.7794002693536,UPI
C01416,42281.769491704516,23,2,5929.224680461848,Card
C01417,21013.176752461164,3,1,3772.372662815852,UPI
C01418,55524.65128082556,22,1,5491.19462836821,Card
C01419,70149.27497049618,16,2,2780.3577418125783,Card
C01420,30602.893116922314,8,4,2440.261180302916,Card
C01421,15432.421369361,2,9,2247.8809019915534,Card
C01422,39315.90665382467,11,2,1061.2611756062965,UPI
C01423,8656.011762582693,9,2,2199.8788891340364,NetBanking
